symbol,name,stockExchange,currency
MCASHUSD,Mcashchain USD,CCC,USD
TOTMUSD,TotemFi USD,CCC,USD
EXPOUSD,Exponential Capital USD,CCC,USD
POLAUSD,Polaris Share USD,CCC,USD
IONUSD,ION USD,CCC,USD
TRAXXUSD,Traxx USD,CCC,USD
ITAMCUBEUSD,CUBE USD,CCC,USD
MYIELDUSD,MuesliSwap Yield Token USD,CCC,USD
KMAUSD,Calamari Network USD,CCC,USD
OTOUSD,OTOCASH USD,CCC,USD
NBTUSD,NanoByte Token USD,CCC,USD
NASSRUSD,Alnassr FC fan token USD,CCC,USD
LINAUSD,Lina Network USD,CCC,USD
EDXUSD,EduBits USD,CCC,USD
ENXUSD,Equinox USD,CCC,USD
EMAXUSD,EthereumMax USD,CCC,USD
EMSUSD,Ethereum Message Search USD,CCC,USD
ETHVUSD,Ethverse USD,CCC,USD
EVRFUSD,EverReflect USD,CCC,USD
ES2USD,EverSAFUv2 USD,CCC,USD
STARTUSD,Startcoin USD,CCC,USD
EVYUSD,EveryCoin  USD,CCC,USD
NVTUSD,NerveNetwork USD,CCC,USD
UCFUSD,UC Finance USD,CCC,USD
ETHFUSD,EthereumFair USD,CCC,USD
UMBUSD,Umbrella Network USD,CCC,USD
ETHUPUSD,ETHUP USD,CCC,USD
RSRUSD,Reserve Rights USD,CCC,USD
EGAMEUSD,EVERY GAME USD,CCC,USD
EVILPEPEUSD,Evil Pepe USD,CCC,USD
MLTPXUSD,MoonLift Capital USD,CCC,USD
TENSHIUSD,Tenshi USD,CCC,USD
WEOSUSD,Wrapped EOS USD,CCC,USD
MOONLIGHTUSD,Moonlight Token USD,CCC,USD
POTSUSD,Moonpot USD,CCC,USD
MOONIONUSD,Moonions USD,CCC,USD
CORGIBUSD,The Corgi of PolkaBridge USD,CCC,USD
BRGUSD,Bridge Oracle USD,CCC,USD
MBSUSD,MonkeyLeague USD,CCC,USD
XFTUSD,Offshift (old) USD,CCC,USD
TOMSUSD,TomTomCoin USD,CCC,USD
CARDUSD,Cardstack USD,CCC,USD
DIPUSD,Etherisc DIP Token USD,CCC,USD
HELMETUSD,Helmet.insure USD,CCC,USD
PYMUSD,Playermon USD,CCC,USD
MCCUSD,MultiCoinCasino USD,CCC,USD
GOFUSD,Golff USD,CCC,USD
LOVELYUSD,Lovely Inu Finance USD,CCC,USD
SEAUSD,SEA USD,CCC,USD
WIKENUSD,Project WITH USD,CCC,USD
BACUSD,Basis Cash USD,CCC,USD
RITEUSD,ritestream USD,CCC,USD
ETCUSD,Ethereum Classic USD,CCC,USD
IGNISUSD,Ignis USD,CCC,USD
AETHCUSD,Ankr Reward Bearing Staked ETH USD,CCC,USD
MIOTAUSD,IOTA USD,CCC,USD
MATTERUSD,AntiMatter Token USD,CCC,USD
XMONUSD,XMON USD,CCC,USD
FX1USD,FANZY USD,CCC,USD
G999USD,G999 USD,CCC,USD
GGRUSD,Gagarin USD,CCC,USD
GANUSD,Galactic Arena: The NFTverse USD,CCC,USD
ESNCUSD,Galaxy Arena Metaverse USD,CCC,USD
GALAXYUSD,Galaxy Coin USD,CCC,USD
STARSHIPUSD,STARSHIP USD,CCC,USD
USDKUSD,USDK USD,CCC,USD
AMUSD,Aston Martin Cognizant Fan Token USD,CCC,USD
HBARUSD,Hedera USD,CCC,USD
STARLUSD,Starlink USD,CCC,USD
HIBSUSD,Hiblocks USD,CCC,USD
YIELDUSD,Yield Protocol USD,CCC,USD
RAGEUSD,Rage Fan USD,CCC,USD
SENCUSD,Sentinel Chain USD,CCC,USD
KONOUSD,Konomi Network USD,CCC,USD
REVOUSD,Revomon (OLD) USD,CCC,USD
FXUSD,Function X USD,CCC,USD
RNDRUSD,Render USD,CCC,USD
OPTCMUSD,Optimus USD,CCC,USD
BMONUSD,Binamon USD,CCC,USD
NABOXUSD,Nabox USD,CCC,USD
DFLUSD,DeFi Land USD,CCC,USD
AIBUSD,Advanced Internet Blocks USD,CCC,USD
PUFFUSD,Puff USD,CCC,USD
RIOTUSD,Riot Racers USD,CCC,USD
HNYUSD,Honey USD,CCC,USD
PAVAXUSD,Ripae AVAX USD,CCC,USD
SABLEUSD,Sable Finance USD,CCC,USD
PEPSUSD,PEPS Coin USD,CCC,USD
CRDTUSD,CRDT USD,CCC,USD
FOXUSD,Shapeshift FOX Token USD,CCC,USD
BTSEUSD,BTSE Token USD,CCC,USD
ORBSUSD,Orbs USD,CCC,USD
MUNCHUSD,Munch Token USD,CCC,USD
USTCUSD,TerraClassicUSD USD,CCC,USD
CTUSD,Cojam USD,CCC,USD
DAFUSD,DaFIN USD,CCC,USD
DAISYUSD,Daisy Launch Pad USD,CCC,USD
AZEROUSD,Aleph Zero USD,CCC,USD
NEKOSUSD,Nekocoin USD,CCC,USD
MUMUUSD,Mumu USD,CCC,USD
WEAVEUSD,Weave USD,CCC,USD
CVAGUSD,Crypto Village Accelerator USD,CCC,USD
DXLUSD,Dexlab USD,CCC,USD
DAINUSD,DAIN USD,CCC,USD
UNIDXUSD,UniDex USD,CCC,USD
OSMOUSD,Osmosis USD,CCC,USD
RPRUSD,The Reaper USD,CCC,USD
MUUSD,Mu Continent USD,CCC,USD
KOROMARUUSD,KOROMARU USD,CCC,USD
TROLLUSD,Trollcoin USD,CCC,USD
STPTUSD,STP USD,CCC,USD
KILTUSD,KILT Protocol USD,CCC,USD
PERPUSD,Perpetual Protocol USD,CCC,USD
DUSKUSD,Dusk USD,CCC,USD
GAFIUSD,GameFi.org USD,CCC,USD
ASKUSD,Permission Coin USD,CCC,USD
ALPHUSD,Alephium USD,CCC,USD
DEXTUSD,DEXTools USD,CCC,USD
ALEPHUSD,Aleph.im USD,CCC,USD
DREPUSD,Drep [new] USD,CCC,USD
IDIAUSD,Impossible Finance Launchpad USD,CCC,USD
ARDRUSD,Ardor USD,CCC,USD
SWAPUSD,TrustSwap USD,CCC,USD
STORJUSD,Storj USD,CCC,USD
CREAMUSD,Cream Finance USD,CCC,USD
MAKIUSD,MakiSwap USD,CCC,USD
KICKUSD,KickToken USD,CCC,USD
AIPADUSD,AIPAD USD,CCC,USD
EXRDUSD,e-Radix USD,CCC,USD
EURTUSD,Tether EURt USD,CCC,USD
DOMEUSD,Everdome USD,CCC,USD
HUNTUSD,HUNT USD,CCC,USD
AELUSD,Spantale USD,CCC,USD
SOFIUSD,RAI Finance USD,CCC,USD
PRQUSD,PARSIQ USD,CCC,USD
LEASHUSD,Doge Killer USD,CCC,USD
LEVERUSD,LeverFi USD,CCC,USD
CLOUSD,Callisto Network USD,CCC,USD
AVTUSD,Aventus USD,CCC,USD
RAIUSD,Rai Reflex Index USD,CCC,USD
BCMCUSD,Blockchain Monster Hunt USD,CCC,USD
XCURUSD,Curate USD,CCC,USD
IDLEUSD,Idle USD,CCC,USD
CRPTUSD,Crypterium USD,CCC,USD
MARS4USD,MARS4 USD,CCC,USD
ISAUSD,Islander USD,CCC,USD
TNBUSD,Time New Bank USD,CCC,USD
UFRUSD,Upfiring USD,CCC,USD
CATUSD,Cat Token USD,CCC,USD
JMPTUSD,JumpToken USD,CCC,USD
LORDSUSD,LORDS USD,CCC,USD
LOCGUSD,LOCGame USD,CCC,USD
FOURUSD,4THPILLAR TECHNOLOGIES USD,CCC,USD
RAINUSD,Rainmaker Games USD,CCC,USD
XIVUSD,Planet Inverse USD,CCC,USD
PHRUSD,Phore USD,CCC,USD
DYNAUSD,Dynamix USD,CCC,USD
SWIFTUSD,SwiftCash USD,CCC,USD
AOAUSD,Aurora USD,CCC,USD
LCCUSD,Litecoin Cash USD,CCC,USD
ARIA20USD,Arianee USD,CCC,USD
SATAUSD,Signata USD,CCC,USD
UTUSD,Ulord USD,CCC,USD
ACMUSD,Actinium USD,CCC,USD
BCDUSD,Bitcoin Diamond USD,CCC,USD
PHNXUSD,PhoenixDAO USD,CCC,USD
FLUTUSD,Flute USD,CCC,USD
APXUSD,ApolloX USD,CCC,USD
ATMUSD,Atletico De Madrid Fan Token USD,CCC,USD
TZUUSD,Sun Tzu USD,CCC,USD
FYDUSD,FYDcoin USD,CCC,USD
FFUSD,Forefront USD,CCC,USD
CTASKUSD,CryptoTask USD,CCC,USD
FCLUSD,Fractal USD,CCC,USD
HEGICUSD,Hegic USD,CCC,USD
TRAUSD,Trabzonspor Fan Token USD,CCC,USD
NAMEUSD,PolkaDomain USD,CCC,USD
WRXUSD,WazirX USD,CCC,USD
NFTUSD,NFT USD,CCC,USD
GOUSD,GoChain USD,CCC,USD
BTC2USD,Bitcoin 2 USD,CCC,USD
ELANDUSD,Etherland USD,CCC,USD
EGGUSD,Nestree USD,CCC,USD
MSUUSD,MetaSoccer USD,CCC,USD
GPCXUSD,Good Person Coin USD,CCC,USD
SHEESHAUSD,Sheesha Finance [ERC20] USD,CCC,USD
ZCLUSD,ZClassic USD,CCC,USD
EVEUSD,Devery USD,CCC,USD
PINUSD,Public Index Network USD,CCC,USD
LANDUSD,Landbox USD,CCC,USD
USFUSD,Unslashed Finance USD,CCC,USD
OPTIUSD,OptiToken USD,CCC,USD
PAINTUSD,MurAll USD,CCC,USD
0XENCRYPTUSD,Encryption AI USD,CCC,USD
ZEEUSD,ZeroSwap USD,CCC,USD
CATEUSD,Cash Tech USD,CCC,USD
XCASHUSD,X-CASH USD,CCC,USD
TXLUSD,Autobahn Network USD,CCC,USD
GEARUSD,Bitgear USD,CCC,USD
ZCNUSD,Zus USD,CCC,USD
SFMUSD,SafeMoon V2 USD,CCC,USD
EULUSD,Euler USD,CCC,USD
XBCUSD,Bitcoin Plus USD,CCC,USD
DIMOUSD,DIMO USD,CCC,USD
AVXTUSD,Avaxtars Token USD,CCC,USD
RHYTHMUSD,Rhythm USD,CCC,USD
UPIUSD,Pawtocol USD,CCC,USD
STAXUSD,StableXSwap USD,CCC,USD
KTONUSD,Darwinia Commitment Token USD,CCC,USD
CATTUSD,Catex Token USD,CCC,USD
BASEUSD,Base Protocol USD,CCC,USD
TULIPUSD,Tulip Protocol USD,CCC,USD
XENDUSD,Xend Finance USD,CCC,USD
ROCOUSD,ROIyal Coin USD,CCC,USD
APRILUSD,April USD,CCC,USD
TSXUSD,TradeStars USD,CCC,USD
TBTCUSD,tBTC USD,CCC,USD
VADERUSD,Vader Protocol USD,CCC,USD
LRCUSD,Loopring USD,CCC,USD
DCRUSD,Decred USD,CCC,USD
BDXUSD,Beldex USD,CCC,USD
WLDUSD,Worldcoin USD,CCC,USD
DHBUSD,DeHub USD,CCC,USD
CRTSUSD,Cratos USD,CCC,USD
KEMAUSD,Kemacoin USD,CCC,USD
DONUTUSD,Donut USD,CCC,USD
PETSUSD,MicroPets USD,CCC,USD
ZSCUSD,Zeusshield USD,CCC,USD
WAIFUSD,Waifu Token USD,CCC,USD
SFDUSD,SAFE DEAL USD,CCC,USD
REVVUSD,REVV USD,CCC,USD
AEUSD,Æternity USD,CCC,USD
MAROUSD,Maro USD,CCC,USD
BTCZUSD,BitcoinZ USD,CCC,USD
HOGTUSD,HOGT USD,CCC,USD
HDRNUSD,Hedron USD,CCC,USD
PNTUSD,Penta USD,CCC,USD
CATGIRLUSD,Catgirl USD,CCC,USD
FLXUSD,Felixo Coin USD,CCC,USD
KNIGHTUSD,Forest Knight USD,CCC,USD
DPIUSD,DeFi Pulse Index USD,CCC,USD
GXAUSD,GALAXIA USD,CCC,USD
LYMUSD,Lympo USD,CCC,USD
0X0USD,0x0.ai USD,CCC,USD
BELUSD,Bella Protocol USD,CCC,USD
PUSHUSD,Push Protocol USD,CCC,USD
SSXUSD,SOMESING USD,CCC,USD
VEMPUSD,VEMP USD,CCC,USD
CNTRUSD,Centaur USD,CCC,USD
ASAPUSD,Chainswap USD,CCC,USD
NEXAUSD,Nexa USD,CCC,USD
XIDRUSD,XIDR USD,CCC,USD
ASPCUSD,Astropup coin USD,CCC,USD
KRLUSD,Kryll USD,CCC,USD
AQTUSD,Alpha Quark Token USD,CCC,USD
LTOUSD,LTO Network USD,CCC,USD
MDTUSD,Measurable Data Token USD,CCC,USD
CELTUSD,Celestial USD,CCC,USD
LANAUSD,LanaCoin USD,CCC,USD
PHBUSD,Phoenix USD,CCC,USD
TVKUSD,Virtua USD,CCC,USD
STXUSD,Stacks USD,CCC,USD
ISPUSD,Ispolink USD,CCC,USD
KLVUSD,Klever USD,CCC,USD
GPXUSD,GPEX USD,CCC,USD
VLXUSD,Velas USD,CCC,USD
MXCUSD,MXC USD,CCC,USD
KAIUSD,KardiaChain USD,CCC,USD
WINUSD,WINkLink USD,CCC,USD
SDEXUSD,SmarDex USD,CCC,USD
NMRUSD,Numeraire USD,CCC,USD
XVSUSD,Venus USD,CCC,USD
RAYUSD,Raydium USD,CCC,USD
XVGUSD,Verge USD,CCC,USD
CTCUSD,Creditcoin USD,CCC,USD
MNWUSD,Morpheus.Network USD,CCC,USD
YGGUSD,Yield Guild Games USD,CCC,USD
OGNUSD,Origin Protocol USD,CCC,USD
BNBUSD,BNB USD,CCC,USD
OXTUSD,Orchid USD,CCC,USD
LCXUSD,LCX USD,CCC,USD
BTCUSD,Bitcoin USD,CCC,USD
ETHUSD,Ethereum USD,CCC,USD
ADAUSD,Cardano USD,CCC,USD
ALCXUSD,Alchemix USD,CCC,USD
ARPAUSD,ARPA USD,CCC,USD
BOSONUSD,Boson Protocol USD,CCC,USD
ALICEUSD,MyNeighborAlice USD,CCC,USD
CSUSD,Credits USD,CCC,USD
UMAUSD,UMA USD,CCC,USD
FORTHUSD,Ampleforth Governance Token USD,CCC,USD
PUMLXUSD,PUMLx USD,CCC,USD
1INCHUSD,1inch Network USD,CCC,USD
GSTSUSD,Gunstar Metaverse USD,CCC,USD
NCDTUSD,Nuco.cloud USD,CCC,USD
N1USD,NFTify USD,CCC,USD
IDEXUSD,IDEX USD,CCC,USD
REEFUSD,Reef USD,CCC,USD
NOIAUSD,Syntropy USD,CCC,USD
POLSUSD,Polkastarter USD,CCC,USD
POWRUSD,Powerledger USD,CCC,USD
MOVRUSD,Moonriver USD,CCC,USD
XGTUSD,Xion Finance USD,CCC,USD
AXELUSD,AXEL USD,CCC,USD
TORNUSD,Tornado Cash USD,CCC,USD
LAUSD,LATOKEN USD,CCC,USD
RAZORUSD,Razor Network USD,CCC,USD
SNOWUSD,SnowSwap USD,CCC,USD
NAPUSD,Napoli Fan Token USD,CCC,USD
VAIUSD,Vai USD,CCC,USD
AMPUSD,Amp USD,CCC,USD
ABTUSD,Arcblock USD,CCC,USD
DVPNUSD,Sentinel USD,CCC,USD
DUCKIESUSD,"Duckies, the canary network for Yellow USD",CCC,USD
BMFUSD,MetaFame USD,CCC,USD
KOMUSD,Kommunitas USD,CCC,USD
ALLINUSD,All In USD,CCC,USD
DINUSD,Dinero USD,CCC,USD
HMNDUSD,Humanode USD,CCC,USD
DOVUSD,Dovu USD,CCC,USD
TOPUSD,TOP USD,CCC,USD
UFIUSD,PureFi Protocol USD,CCC,USD
RPGUSD,Revolve Games USD,CCC,USD
IQNUSD,IQeon USD,CCC,USD
ALBEDOUSD,ALBEDO USD,CCC,USD
PTPUSD,Platypus Finance USD,CCC,USD
LMWRUSD,LimeWire USD,CCC,USD
SFIUSD,saffron.finance USD,CCC,USD
ARVUSD,Ariva USD,CCC,USD
VCFUSD,Valencia CF Fan Token USD,CCC,USD
RXDUSD,Radiant USD,CCC,USD
BWOUSD,Battle World USD,CCC,USD
WINRYUSD,Winry Inu USD,CCC,USD
EXNTUSD,ExNetwork Token USD,CCC,USD
DRFUSD,DRIFE USD,CCC,USD
NSIUSD,nSights DeFi Trader USD,CCC,USD
BTXUSD,BitCore USD,CCC,USD
ATUSD,ABCC Token USD,CCC,USD
RIFUSD,Rootstock Infrastructure Framework USD,CCC,USD
CLVUSD,CLV USD,CCC,USD
C98USD,Coin98 USD,CCC,USD
RLCUSD,iExec RLC USD,CCC,USD
RADUSD,Radworks USD,CCC,USD
XRPUSD,XRP USD,CCC,USD
SYSUSD,Syscoin USD,CCC,USD
ANKRETHUSD,Ankr Staked ETH USD,CCC,USD
ACHUSD,Alchemy Pay USD,CCC,USD
OMGUSD,OMG Network USD,CCC,USD
PCXUSD,ChainX USD,CCC,USD
BTMUSD,Bytom USD,CCC,USD
EPHIATUSD,Phiat.io USD,CCC,USD
BOBAUSD,Boba Network USD,CCC,USD
MOLAUSD,Moonlana USD,CCC,USD
GRTUSD,The Graph USD,CCC,USD
FORSUSD,Foresight USD,CCC,USD
FTPUSD,Fountain Protocol USD,CCC,USD
FOXEUSD,Foxe USD,CCC,USD
FOXTUSD,Fox Trading USD,CCC,USD
WPLSUSD,Wrapped Pulse USD,CCC,USD
FOAUSD,Fragments of arker USD,CCC,USD
NCORAIUSD,NeoCortexAI USD,CCC,USD
JOINUSD,JoinCoin USD,CCC,USD
SANDUSD,The Sandbox USD,CCC,USD
SHARDUSD,Shard USD,CCC,USD
RIKENUSD,Poriverse USD,CCC,USD
SPELLUSD,Spell Token USD,CCC,USD
DUOUSD,ParallelCoin USD,CCC,USD
LIFEUSD,Life Crypto USD,CCC,USD
MNDUSD,Mind Music USD,CCC,USD
GLCHUSD,Glitch USD,CCC,USD
DYPUSD,Dypius USD,CCC,USD
HFIUSD,HecoFi USD,CCC,USD
HAKIUSD,Haki Token USD,CCC,USD
HEALUSD,Heal The World USD,CCC,USD
HEPUSD,Health Potion USD,CCC,USD
MWSUSD,Multi Wallet Suite USD,CCC,USD
HEBEUSD,HebeBlock USD,CCC,USD
HDGUSD,Hedge USD,CCC,USD
ENTUSD,Eternity USD,CCC,USD
ERAUSD,Era Token (Era7) USD,CCC,USD
ESTUSD,Esports Token USD,CCC,USD
ESCOUSD,Esco Coin USD,CCC,USD
STAKEUSD,STAKE USD,CCC,USD
FRNTUSD,Final Frontier USD,CCC,USD
FINANCEAIUSD,Finance AI USD,CCC,USD
FNBUSD,FNB Protocol USD,CCC,USD
FINSUSD,AutoShark DEX USD,CCC,USD
DOGECOLAUSD,DogeCola USD,CCC,USD
FIRSTHAREUSD,FirstHare USD,CCC,USD
FSCCUSD,Fisco Coin USD,CCC,USD
FICOUSD,Fish Crypto USD,CCC,USD
SOLACEUSD,SOLACE USD,CCC,USD
GENUSD,DAOstack USD,CCC,USD
MVCUSD,MileVerse USD,CCC,USD
ENRXUSD,Enrex USD,CCC,USD
FOHOUSD,FOHO Coin USD,CCC,USD
GLXYUSD,Galaxy USD,CCC,USD
GALEONUSD,Galeon USD,CCC,USD
MOARUSD,Moar Finance USD,CCC,USD
PMGTUSD,Perth Mint Gold Token USD,CCC,USD
PERRYUSD,Swaperry USD,CCC,USD
WAGMIUSD,Euphoria USD,CCC,USD
KAINETUSD,KAINET USD,CCC,USD
LSSUSD,Lossless USD,CCC,USD
BITXUSD,BitScreener Token USD,CCC,USD
UTUUSD,UTU Protocol USD,CCC,USD
LABSUSD,LABS Group USD,CCC,USD
FISTUSD,Fistbump USD,CCC,USD
FNKUSD,FNK wallet USD,CCC,USD
FONEUSD,FONE USD,CCC,USD
FONUSD,Force of Nature USD,CCC,USD
GLFUSD,Galaxy Finance USD,CCC,USD
WMINIMAUSD,Wrapped Minima USD,CCC,USD
GWTUSD,Galaxy War USD,CCC,USD
GEMGUSD,Gem Guardian USD,CCC,USD
GEMSUSD,Safegem USD,CCC,USD
FUZZUSD,FuzzBalls USD,CCC,USD
GAMEUSD,GameCredits USD,CCC,USD
QSPUSD,Quantstamp USD,CCC,USD
GSUSD,Genesis Shards USD,CCC,USD
GUTUSD,GuitarSwap USD,CCC,USD
GWINKUSD,Genesis Wink USD,CCC,USD
KIUSD,Genopets KI USD,CCC,USD
ESSUSD,Essentia USD,CCC,USD
ALFAUSD,alfa.society USD,CCC,USD
GENWUSD,Gen Wealth USD,CCC,USD
PAIUSD,Project Pai USD,CCC,USD
GOLUSD,GogolCoin USD,CCC,USD
GBUSD,GoldBlocks USD,CCC,USD
SDLUSD,Saddle USD,CCC,USD
F2CUSD,Ftribe Fighters (F2 NFT) USD,CCC,USD
AURUSD,Auroracoin USD,CCC,USD
SVNUSD,Savanna USD,CCC,USD
ETHIXUSD,EthicHub USD,CCC,USD
ABLUSD,Airbloc USD,CCC,USD
POLLENUSD,Pollen USD,CCC,USD
GFLOKIUSD,GenshinFlokiInu USD,CCC,USD
GENZUSD,GENZ Token USD,CCC,USD
GERAUSD,Gera Coin USD,CCC,USD
GLDXUSD,Goldex Token USD,CCC,USD
GPOUSD,GoldPesa Option USD,CCC,USD
GSXUSD,Gold Secured Currency USD,CCC,USD
GOOCHUSD,Gooch USD,CCC,USD
HEELUSD,Good Dog USD,CCC,USD
GRELFUSD,GRELF USD,CCC,USD
GREYHOUNDUSD,Greyhound USD,CCC,USD
BCNUSD,Bytecoin USD,CCC,USD
GHOSTUSD,Ghost USD,CCC,USD
ADMUSD,ADAMANT Messenger USD,CCC,USD
CGGUSD,ChainGuardians USD,CCC,USD
GZXUSD,GreenZoneX USD,CCC,USD
GUSD,GoodDollar USD,CCC,USD
GARTUSD,Griffin Art Ecosystem USD,CCC,USD
GRIM EVOUSD,Grim EVO USD,CCC,USD
GRUSD,Grom USD,CCC,USD
GDOUSD,GroupDao USD,CCC,USD
GSCARABUSD,GScarab USD,CCC,USD
GUAPUSD,Guapcoin USD,CCC,USD
GETHUSD,Guarded Ether USD,CCC,USD
GUARDUSD,Guardian USD,CCC,USD
HELLSINGUSD,Hellsing Inu USD,CCC,USD
HONEYUSD,HoneyFarm Finance USD,CCC,USD
PIBUSD,PIBBLE USD,CCC,USD
LBCUSD,LBRY Credits USD,CCC,USD
MDAUSD,Moeda Loyalty Points USD,CCC,USD
CYCEUSD,Crypto Carbon Energy USD,CCC,USD
SILOUSD,Silo Finance USD,CCC,USD
XDAGUSD,XDAG USD,CCC,USD
BIGSBUSD,BigShortBets USD,CCC,USD
HUMUSD,Hummus USD,CCC,USD
ECOXUSD,ECOx USD,CCC,USD
VITAUSD,VitaDAO USD,CCC,USD
PINKSALEUSD,PinkSale USD,CCC,USD
CONEUSD,HoneyWood USD,CCC,USD
HWTUSD,Honor World Token USD,CCC,USD
HKDAOUSD,HongKongDAO USD,CCC,USD
EXRNUSD,EXRNchain USD,CCC,USD
BETUUSD,BetU USD,CCC,USD
REDUXUSD,ReduX USD,CCC,USD
D2OUSD,DAM Finance USD,CCC,USD
DALUSD,DAOLaunch USD,CCC,USD
DAOPUSD,Dao Space USD,CCC,USD
REELTUSD,Reel Token USD,CCC,USD
RMARSUSD,RushMars USD,CCC,USD
REDPANDAUSD,Redpanda Earth USD,CCC,USD
RRUSD,Rocket Race USD,CCC,USD
REELFIUSD,ReelFi USD,CCC,USD
RFXUSD,Reflex USD,CCC,USD
SOURCEUSD,ReSource Protocol USD,CCC,USD
RTTUSD,RebelTraderToken USD,CCC,USD
RETROUSD,Retromoon USD,CCC,USD
SUKOUSD,Retsuko USD,CCC,USD
RICEUSD,DAOSquare USD,CCC,USD
DAPPUSD,LiquidApps USD,CCC,USD
DVRSUSD,DaoVerse USD,CCC,USD
MENGOUSD,Flamengo Fan Token USD,CCC,USD
WBTCUSD,Wrapped Bitcoin USD,CCC,USD
HEUSD,Heroes & Empires USD,CCC,USD
HANUUSD,Hanu Yokia USD,CCC,USD
CSTRUSD,CoreStarter USD,CCC,USD
BNTYUSD,Bounty0x USD,CCC,USD
COFIUSD,CoinFi USD,CCC,USD
HERMESUSD,Hermes Protocol USD,CCC,USD
RAVEUSD,Ravendex USD,CCC,USD
ZENITHUSD,Zenith Coin USD,CCC,USD
ALINKUSD,Aave LINK USD,CCC,USD
USDTUSD,Tether USDt USD,CCC,USD
DNTUSD,district0x USD,CCC,USD
DEKUSD,DekBox USD,CCC,USD
DAPPXUSD,dAppstore USD,CCC,USD
DNFTUSD,DareNFT USD,CCC,USD
GZLRUSD,Guzzler USD,CCC,USD
DBNBUSD,DecentraBNB USD,CCC,USD
DBOXUSD,Decentra Box USD,CCC,USD
DACTUSD,Decentralized Activism USD,CCC,USD
DADUSD,DAD USD,CCC,USD
DCIPUSD,Decentralized Community Investment Protocol USD,CCC,USD
DLQUSD,Deliq Finance USD,CCC,USD
IMTUSD,Moneytoken USD,CCC,USD
DELREYUSD,Delrey Inu USD,CCC,USD
DELFIUSD,DeltaFi USD,CCC,USD
HONRUSD,DeltaFlare USD,CCC,USD
RSS3USD,RSS3 USD,CCC,USD
DSFRUSD,Digital Swiss Franc USD,CCC,USD
DTAUSD,DATA USD,CCC,USD
DEXTFUSD,Domani Protocol USD,CCC,USD
RATINGUSD,DPRating USD,CCC,USD
DGTXUSD,Digitex Games USD,CCC,USD
DSPUSD,Delio DSP USD,CCC,USD
DEQUSD,Dequant USD,CCC,USD
DINOEGGUSD,DinoEGG USD,CCC,USD
DOGTICUSD,Dogtick USD,CCC,USD
DMOONUSD,Dollarmoon USD,CCC,USD
JOYUSD,Joystick USD,CCC,USD
DVUSD,Dreamverse USD,CCC,USD
POAUSD,POA Network USD,CCC,USD
DOKEUSD,Doke Inu USD,CCC,USD
DBRUSD,DOLA Borrowing Right USD,CCC,USD
E8USD,Energy8 USD,CCC,USD
DRIPUSD,Drip Network USD,CCC,USD
ECOREALUSD,Ecoreal Estate USD,CCC,USD
ECUUSD,ECOSC USD,CCC,USD
ETOUSD,EcoTool USD,CCC,USD
ECGUSD,EcoSmart USD,CCC,USD
PLTCUSD,PlatonCoin USD,CCC,USD
VTRAUSD,E.C. Vitoria Fan Token USD,CCC,USD
EDRUSD,Endor Protocol USD,CCC,USD
STINKUSD,Drunk Skunks DC USD,CCC,USD
DSHAREUSD,Dibs Share USD,CCC,USD
DPUSD,Dragon Pool USD,CCC,USD
WARUSD,Warrior Token USD,CCC,USD
ECSUSD,eCredits USD,CCC,USD
AXUSD,AurusX USD,CCC,USD
DSQUSD,DSquared Governance Token USD,CCC,USD
NPTUSD,NEOPIN USD,CCC,USD
SAFOUSD,SafeOne Chain USD,CCC,USD
XPCUSD,eXPerience Chain USD,CCC,USD
BORINGUSD,BoringDAO USD,CCC,USD
MDFUSD,MatrixETF USD,CCC,USD
DKAUSD,dKargo USD,CCC,USD
EXPUSD,Expanse USD,CCC,USD
XDNAUSD,XDNA USD,CCC,USD
EYESUSD,EYES Protocol USD,CCC,USD
XOTUSD,Okuru USD,CCC,USD
GRBUSD,Garbi Protocol USD,CCC,USD
GASPUSD,gAsp USD,CCC,USD
GATEUSD,GATE USD,CCC,USD
GECUSD,Green Energy Coin USD,CCC,USD
XDSHAREUSD,ToxicDeer Share USD,CCC,USD
LIKEUSD,LikeCoin USD,CCC,USD
BYTZUSD,BYTZ USD,CCC,USD
DACXIUSD,Dacxi USD,CCC,USD
JONESUSD,Jones DAO USD,CCC,USD
MMPROUSD,MMPRO Token USD,CCC,USD
ELECUSD,Electrify.Asia USD,CCC,USD
SPHRIUSD,Spherium USD,CCC,USD
SEBAUSD,Seba USD,CCC,USD
KPADUSD,KickPad USD,CCC,USD
TIIMUSD,TriipMiles USD,CCC,USD
MONKUSD,MONK USD,CCC,USD
NEOFIUSD,NeoFi USD,CCC,USD
GTONUSD,GTONCapital USD,CCC,USD
SWOPUSD,Swop USD,CCC,USD
0XSUSD,0xS USD,CCC,USD
FADOUSD,FADO Go USD,CCC,USD
DUALUSD,Dual Finance USD,CCC,USD
GWPUSD,Gateway Protocol USD,CCC,USD
GATSBYUSD,Gatsby Inu USD,CCC,USD
GCNUSD,GCN Coin USD,CCC,USD
GDRTUSD,Good Driver Reward Token USD,CCC,USD
GGPUSD,Geegoopuzzle USD,CCC,USD
DEERUSD,ToxicDeer Finance USD,CCC,USD
TR3USD,Tr3zor USD,CCC,USD
NOVOUSD,Novo USD,CCC,USD
COLUSD,Clash of Lilliput USD,CCC,USD
CWUSD,CWallet USD,CCC,USD
ASTARUSD,AceStarter USD,CCC,USD
